participant	language	starting_point	ending_point	word	vowel	stress	focus	comments	duration	pitch	intensity	gender	boundary
14_3a	ua	62.8	62.909	sel'Anka	a	WSW	focused	N/A	109	198	50	f	0
14_3a	ua	73.1	73.224	zalIzo	i	WSW	focused	N/A	124	203	49	f	1
14_3a	ua	100.03	100.125	sel'Anka	a	WSW	unfocused	N/A	95	115	47	f	0
14_3a	ua	111.569	111.678	zalIzo	i	WSW	unfocused	N/A	109	189	42	f	0
14_3a	ua	128.59	128.664	avtObus	o	WSW	unfocused	N/A	74	98	42	f	1
14_3a	ua	139.908	139.996	darUnok	u	WSW	unfocused	N/A	87	198	45	f	0
14_3a	ua	176.145	176.25	cherEshn'a	e	WSW	unfocused	N/A	105	87	43	f	0
14_3a	ua	197.831	197.907	spolUka	u	WSW	unfocused	N/A	76	173	44	f	0
14_3a	ua	215.152	215.241	zaprAvka	a	WSW	unfocused	N/A	89	177	42	f	0
14_3a	ua	231.178	231.299	bolOto	o	WSW	unfocused	N/A	121	185	43	f	0
14_3a	ua	257.368	257.44	horIshok	i	WSW	unfocused	N/A	72	192	37	f	0
14_3a	ua	262.617	262.731	syrEna	e	WSW	unfocused	N/A	114	185	45	f	0
14_3a	ua	294.922	295.061	syrEna	e	WSW	focused	N/A	138	196	50	f	0
14_3a	ua	311.583	311.659	bolOto	o	WSW	focused	N/A	75	185	42	f	0
14_3a	ua	331.227	331.326	zaprAvka	a	WSW	focused	N/A	99	184	46	f	0
14_3a	ua	337.528	337.615	spolUka	u	WSW	focused	N/A	87	199	44	f	0
14_3a	ua	350.615	350.729	horIshok	i	WSW	focused	N/A	114	199	48	f	0
12_1a	ua	286.585	286.751	darUnok	u	WSW	unfocused	N/A	167	145	45	f	0
